Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality,total_particles,pm_ratio,log_PM2.5,log_PM10,log_CO,log_NO2,log_SO2,unhealthy
22.9,75.4,4.5,10.4,18.4,3.7,0.96,14.4,359,Good,14.9,0.4326922660872821,1.7047480922384253,2.4336133554004498,0.6729444732424258,2.9652730660692823,1.547562508716013,0
34.7,59.3,9.0,15.7,28.5,7.1,1.52,6.1,437,Moderate,24.7,0.5732483711306771,2.302585092994046,2.8154087194227095,0.9242589015233319,3.3843902633457743,2.0918640616783932,0
37.8,97.2,0.6,24.6,37.1,11.7,1.13,7.7,803,Poor,25.200000000000003,0.024390242910965733,0.4700036292457356,3.242592351485517,0.7561219797213337,3.6402142821326553,2.5416019934645457,0
27.6,44.1,3.5,14.4,30.7,9.4,0.97,8.0,338,Moderate,17.9,0.2430555386766987,1.5040773967762742,2.7343675094195836,0.6780335427498971,3.456316680883235,2.341805806147327,0
27.6,77.5,3.8,10.9,9.1,1.7,1.04,14.4,520,Good,14.7,0.34862382122717234,1.5686159179138452,2.4765384001174837,0.712949807856125,2.312535423847214,0.9932517730102833,0
25.6,58.3,0.4,-0.2,25.3,4.5,0.98,10.0,536,Good,0.2,-2.00001000005,0.33647223662121295,-0.22314355131420976,0.6830968447064438,3.269568939183719,1.7047480922384253,0
24.6,48.4,8.3,15.4,23.3,4.6,1.03,11.2,461,Good,23.700000000000003,0.5389610039635713,2.2300144001592104,2.797281334830153,0.708035793053696,3.190476350346503,1.7227665977411035,0
26.2,49.9,0.5,2.0,22.9,2.3,0.94,17.9,581,Good,2.5,0.2499998750000625,0.4054651081081644,1.0986122886681098,0.6626879730752367,3.173878458937465,1.1939224684724346,0
22.6,62.1,16.4,21.3,17.6,4.8,0.93,11.5,324,Good,37.7,0.7699530154951635,2.856470206220483,3.104586678466073,0.6575200029167941,2.9231615807191558,1.7578579175523736,0
30.0,69.2,2.0,3.9,15.3,5.2,1.09,10.1,297,Good,5.9,0.5128203813281074,1.0986122886681098,1.589235205116581,0.7371640659767197,2.791165107812717,1.824549292051046,0
37.6,72.2,10.1,16.6,32.2,6.3,1.85,3.5,637,Poor,26.700000000000003,0.6084336982871265,2.4069451083182885,2.8678989020441064,1.0473189942805592,3.502549875922443,1.9878743481543455,0
29.6,65.6,3.4,9.3,20.6,2.9,1.03,10.2,452,Good,12.700000000000001,0.3655913585385636,1.4816045409242156,2.33214389523559,0.708035793053696,3.0726933146901194,1.3609765531356006,0
44.7,97.9,34.6,57.3,28.1,22.6,1.78,3.5,562,Hazardous,91.9,0.6038394309975668,3.572345637857985,4.065602093356446,1.0224509277025458,3.370738174177447,3.1612467120315646,0
23.3,45.2,24.0,29.0,26.6,5.3,0.96,10.9,575,Good,53.0,0.8275861783590973,3.2188758248682006,3.4011973816621555,0.6729444732424258,3.3178157727231046,1.840549633397487,0
21.8,79.6,7.1,16.8,14.5,6.0,0.91,10.8,455,Good,23.9,0.42261902246315336,2.0918640616783932,2.8791984572980396,0.6471032420585384,2.740840023925201,1.9459101490553132,0
27.5,78.9,30.2,34.1,15.3,3.0,0.98,11.1,472,Good,64.3,0.8856304725621562,3.4404180948154366,3.55820113047182,0.6830968447064438,2.791165107812717,1.3862943611198906,0
28.0,72.2,18.5,25.0,24.9,6.1,1.32,13.2,480,Good,43.5,0.7399999704000012,2.970414465569701,3.258096538021482,0.8415671856782186,3.254242968705492,1.9600947840472698,0
22.2,50.0,2.3,8.4,23.5,3.7,0.96,10.2,547,Good,10.7,0.2738094912131558,1.1939224684724346,2.2407096892759584,0.6729444732424258,3.1986731175506815,1.547562508716013,0
24.7,64.9,17.3,37.0,27.2,14.9,1.48,5.5,453,Poor,54.3,0.4675675549306067,2.9069010598473755,3.6375861597263857,0.9082585601768908,3.339321977944068,2.766319109226186,0
27.8,62.8,8.7,13.2,29.7,15.8,1.4,8.1,604,Moderate,21.9,0.6590908591597834,2.272125885509337,2.653241964607215,0.8754687373538999,3.4242626545931514,2.8213788864092133,0
17.4,56.5,2.6,6.9,21.0,3.5,0.92,11.6,475,Good,9.5,0.3768115395925305,1.2809338454620642,2.066862759472976,0.6523251860396903,3.091042453358316,1.5040773967762742,0
18.1,70.1,3.1,8.1,19.7,5.8,1.18,12.9,273,Good,11.2,0.38271600213382695,1.410986973710262,2.2082744135228043,0.7793248768009976,3.0301337002713233,1.916922612182061,0
25.6,78.1,1.1,5.2,21.3,6.1,0.89,10.9,524,Good,6.300000000000001,0.21153842085799598,0.7419373447293773,1.824549292051046,0.636576829071551,3.104586678466073,1.9600947840472698,0
22.4,69.3,2.2,8.4,19.6,3.0,0.92,10.2,339,Good,10.600000000000001,0.2619047307256273,1.1631508098056809,2.2407096892759584,0.6523251860396903,3.0252910757955354,1.3862943611198906,0
27.5,45.3,2.8,10.1,13.7,4.1,0.82,10.6,236,Good,12.899999999999999,0.27722769532399055,1.33500106673234,2.4069451083182885,0.598836501088704,2.6878474937846906,1.62924053973028,0
32.6,65.1,4.1,19.3,28.0,14.5,1.45,6.3,509,Moderate,23.4,0.2124352221536154,1.62924053973028,3.0106208860477417,0.8960880245566356,3.367295829986474,2.740840023925201,0
48.1,94.1,4.2,19.0,23.7,6.0,1.57,6.0,625,Poor,23.2,0.22105261994459896,1.6486586255873816,2.995732273553991,0.9439058989071284,3.2068032436339315,1.9459101490553132,0
31.6,76.7,21.4,26.9,30.1,17.4,1.29,7.6,663,Moderate,48.3,0.7955390038833083,3.109060958860994,3.32862668882732,0.8285518175661483,3.4372078191851885,2.91235066461494,0
29.0,83.5,31.5,44.4,27.0,-2.8,1.49,5.7,538,Moderate,75.9,0.7094594434806433,3.481240089335692,3.8155121050473024,0.9122827104766162,3.332204510175204,,0
24.9,82.2,19.5,27.9,25.6,2.0,1.54,8.1,458,Moderate,47.4,0.698924706131731,3.0204248861443626,3.3638415951183864,0.9321640810304452,3.2809112157876537,1.0986122886681098,0
27.7,99.4,17.8,29.9,37.5,9.9,1.74,5.4,588,Poor,47.7,0.5953177058422172,2.9338568698359038,3.4307561839036995,1.007957920399979,3.6506582412937387,2.388762789235098,0
20.8,48.5,16.0,19.7,11.2,2.5,1.17,10.2,432,Good,35.7,0.812182699889203,2.833213344056216,3.0301337002713233,0.7747271675523681,2.501435951739211,1.252762968495368,0
21.5,60.0,14.6,20.6,20.9,1.6,0.94,10.7,587,Good,35.2,0.7087378296729208,2.747270914255491,3.0726933146901194,0.6626879730752367,3.086486636822455,0.9555114450274363,0
29.6,63.1,12.8,15.9,22.0,3.8,1.16,11.0,377,Good,28.700000000000003,0.8050313959099752,2.624668592163159,2.8273136219290276,0.7701082216960736,3.1354942159291497,1.5686159179138452,0
17.5,73.8,3.3,8.8,16.2,8.4,0.83,10.8,217,Good,12.100000000000001,0.3749999573863685,1.4586150226995167,2.2823823856765264,0.6043159668533294,2.8449093838194073,2.2407096892759584,0
28.1,51.8,36.0,40.3,26.4,5.4,1.15,10.8,264,Good,76.3,0.8933002259726992,3.6109179126442243,3.720862499966987,0.7654678421395714,3.3105430133940246,1.8562979903656263,1
32.0,74.9,43.3,45.5,28.8,9.5,1.42,7.8,598,Moderate,88.8,0.9516483307330037,3.7909846770510898,3.8394523125933104,0.883767540168595,3.3945083935113587,2.3513752571634776,1
25.0,63.9,9.3,10.8,15.8,4.6,0.92,10.1,490,Good,20.1,0.8611110313786082,2.33214389523559,2.468099531471619,0.6523251860396903,2.8213788864092133,1.7227665977411035,0
25.7,69.3,15.7,25.0,27.7,10.6,1.44,9.5,482,Moderate,40.7,0.6279999748800009,2.8154087194227095,3.258096538021482,0.8919980393051105,3.3568971227655755,2.451005098112319,0
26.7,63.2,6.8,9.3,13.4,4.9,0.98,10.0,358,Good,16.1,0.7311827170771272,2.0541237336955462,2.33214389523559,0.6830968447064438,2.667228206581955,1.7749523509116738,0
20.4,44.9,4.6,9.2,20.5,5.7,1.03,10.2,545,Good,13.799999999999999,0.49999994565217987,1.7227665977411035,2.322387720290225,0.708035793053696,3.068052935133617,1.9021075263969205,0
24.6,84.2,5.2,19.2,22.5,9.0,1.48,7.3,623,Moderate,24.4,0.2708333192274313,1.824549292051046,3.005682604407159,0.9082585601768908,3.1570004211501135,2.302585092994046,0
25.9,62.8,25.8,35.6,31.2,19.0,1.48,5.3,411,Moderate,61.400000000000006,0.724719080766318,3.288401887516811,3.6000482404073204,0.9082585601768908,3.4719664525503626,2.995732273553991,0
22.1,54.0,10.6,15.4,13.9,8.9,1.0,10.5,265,Good,26.0,0.6883116436161271,2.451005098112319,2.797281334830153,0.6931471805599453,2.7013612129514133,2.2925347571405443,0
24.9,63.5,6.1,13.9,17.2,4.3,1.18,16.4,390,Good,20.0,0.4388488892914468,1.9600947840472698,2.7013612129514133,0.7793248768009976,2.9014215940827497,1.667706820558076,0
28.0,55.2,12.4,21.2,27.7,3.7,0.99,10.6,467,Good,33.6,0.5849056327874702,2.5952547069568657,3.100092288878234,0.688134638736401,3.3568971227655755,1.547562508716013,0
26.7,53.9,2.9,6.4,11.1,6.6,0.96,11.8,533,Good,9.3,0.45312492919922975,1.3609765531356006,2.0014800002101243,0.6729444732424258,2.4932054526026954,2.028148247292285,0
41.4,65.4,34.3,52.8,42.7,9.4,1.87,2.5,721,Hazardous,87.1,0.6496211998177803,3.563882963939251,3.9852734671677386,1.0543120297715298,3.7773481021015445,2.341805806147327,0
25.5,73.4,13.8,21.4,25.7,3.8,0.95,11.0,194,Good,35.2,0.6448597829504775,2.6946271807700692,3.109060958860994,0.6678293725756554,3.2846635654062037,1.5686159179138452,0
28.2,49.6,17.0,21.7,19.7,11.3,0.99,11.1,214,Good,38.7,0.7834101021469999,2.8903717578961645,3.122364924487357,0.688134638736401,3.0301337002713233,2.509599262378372,0
36.6,75.5,32.2,41.3,32.1,9.4,1.95,4.4,543,Poor,73.5,0.7796609980711624,3.502549875922443,3.744787086052232,1.0818051703517284,3.4995332823830174,2.341805806147327,0
18.8,77.7,11.0,15.8,20.0,5.6,1.09,11.2,409,Good,26.8,0.696202487582121,2.4849066497880004,2.8213788864092133,0.7371640659767197,3.044522437723423,1.8870696490323797,0
26.3,77.5,23.1,29.5,15.1,3.7,0.92,10.4,399,Good,52.6,0.7830508209135315,3.1822118404966093,3.417726683613366,0.6523251860396903,2.7788192719904172,1.547562508716013,0
34.9,96.9,11.4,30.2,36.5,20.3,1.89,6.8,680,Poor,41.6,0.3774834312091579,2.517696472610991,3.4404180948154366,1.0612565021243408,3.624340932976365,3.0587070727153796,0
23.0,50.7,1.1,5.0,24.8,2.1,1.12,12.4,593,Good,6.1,0.21999995600000882,0.7419373447293773,1.791759469228055,0.7514160886839212,3.250374491927572,1.1314021114911006,0
22.3,78.8,19.3,26.0,26.1,5.5,0.82,10.7,214,Good,45.3,0.7423076637573975,3.0106208860477417,3.295836866004329,0.598836501088704,3.299533727885655,1.8718021769015913,0
21.4,76.9,2.3,6.7,23.4,2.8,1.09,14.7,338,Good,9.0,0.3432835308532043,1.1939224684724346,2.0412203288596382,0.7371640659767197,3.1945831322991562,1.33500106673234,0
22.4,73.0,12.2,15.0,26.6,3.6,0.97,12.9,266,Good,27.2,0.8133332791111147,2.580216829592325,2.772588722239781,0.6780335427498971,3.3178157727231046,1.5260563034950492,0
32.3,82.0,8.8,18.7,29.8,14.7,2.03,5.7,600,Poor,27.5,0.47058821012897273,2.2823823856765264,2.9806186357439426,1.1085626195212777,3.427514689979529,2.7536607123542622,0
33.5,70.8,8.1,16.3,22.0,15.9,1.63,5.1,527,Moderate,24.4,0.49693248485076774,2.2082744135228043,2.8507065015037334,0.9669838461896731,3.1354942159291497,2.8273136219290276,0
33.1,52.0,7.2,15.9,38.9,12.1,1.46,7.3,452,Moderate,23.1,0.452830160199361,2.1041341542702074,2.8273136219290276,0.9001613499442714,3.686376323895818,2.5726122302071057,0
25.5,48.0,15.5,19.9,18.6,7.7,1.04,10.3,503,Good,35.4,0.7788944332213853,2.803360380906535,3.039749158970765,0.712949807856125,2.975529566236472,2.163323025660538,0
29.9,77.8,1.5,23.4,43.8,20.0,1.89,6.0,681,Poor,24.9,0.06410256136313841,0.9162907318741551,3.1945831322991562,1.0612565021243408,3.8022081394209395,3.044522437723423,0
29.3,67.5,1.9,5.0,12.1,4.5,1.12,11.0,576,Good,6.9,0.3799999240000152,1.0647107369924282,1.791759469228055,0.7514160886839212,2.5726122302071057,1.7047480922384253,0
23.9,73.9,25.9,28.5,21.5,3.1,1.45,5.5,562,Moderate,54.4,0.9087718979378281,3.292126286607793,3.3843902633457743,0.8960880245566356,3.1135153092103742,1.410986973710262,0
23.7,40.0,20.7,23.0,20.4,6.2,1.05,12.5,318,Good,43.7,0.8999999608695668,3.077312260546414,3.1780538303479458,0.7178397931503169,3.0633909220278057,1.9740810260220096,0
21.9,70.1,5.4,10.4,13.5,1.1,1.09,12.5,224,Good,15.8,0.5192307193047386,1.8562979903656263,2.4336133554004498,0.7371640659767197,2.6741486494265287,0.7419373447293773,0
27.0,45.5,6.2,13.0,24.3,5.0,1.01,10.7,205,Good,19.2,0.47692304023668924,1.9740810260220096,2.6390573296152584,0.6981347220709844,3.2308043957334744,1.791759469228055,0
23.5,51.6,0.0,8.3,23.5,7.4,0.92,19.7,450,Good,8.3,0.0,0.0,2.2300144001592104,0.6523251860396903,3.1986731175506815,2.128231705849268,0
22.2,75.7,19.0,20.7,20.1,5.3,1.03,10.7,316,Good,39.7,0.9178743517935095,2.995732273553991,3.077312260546414,0.708035793053696,3.0492730404820207,1.840549633397487,0
35.4,51.9,48.4,53.0,21.0,10.4,1.53,6.6,628,Moderate,101.4,0.9132075299394806,3.899950424193877,3.9889840465642745,0.9282193027394289,3.091042453358316,2.4336133554004498,1
41.5,68.2,3.4,15.4,24.5,6.4,1.38,4.8,748,Poor,18.8,0.22077920644290866,1.4816045409242156,2.797281334830153,0.8671004876833833,3.2386784521643803,2.0014800002101243,0
21.0,60.5,4.6,8.9,15.1,6.8,0.93,10.2,378,Good,13.5,0.5168538745108006,1.7227665977411035,2.2925347571405443,0.6575200029167941,2.7788192719904172,2.0541237336955462,0
31.3,73.7,20.3,30.7,31.5,12.5,1.76,7.3,512,Moderate,51.0,0.6612377634775973,3.0587070727153796,3.456316680883235,1.0152306797290584,3.481240089335692,2.6026896854443837,0
23.9,66.7,14.3,16.9,21.8,7.8,1.07,10.4,413,Good,31.2,0.8461537960855743,2.72785282839839,2.884800712846709,0.7275486072772778,3.126760535960395,2.174751721484161,0
24.6,45.1,0.4,6.4,21.2,1.7,0.94,10.1,226,Good,6.800000000000001,0.06249999023437652,0.33647223662121295,2.0014800002101243,0.6626879730752367,3.100092288878234,0.9932517730102833,0
24.1,59.3,14.4,33.1,31.0,16.7,2.0,5.3,622,Poor,47.5,0.43504530407718117,2.7343675094195836,3.529297384289471,1.0986122886681098,3.4657359027997265,2.8735646395797834,0
22.5,73.0,0.2,6.2,15.0,5.5,0.95,14.2,543,Good,6.4,0.03225805931321624,0.18232155679395465,1.9740810260220096,0.6678293725756554,2.772588722239781,1.8718021769015913,0
26.7,57.9,50.0,59.6,26.3,9.4,1.68,6.3,541,Moderate,109.6,0.838926160420702,3.9318256327243257,4.104294893075269,0.9858167945227653,3.3068867021909143,2.341805806147327,1
24.6,51.3,3.9,8.0,21.7,5.9,0.98,12.8,454,Good,11.9,0.48749993906250766,1.589235205116581,2.1972245773362196,0.6830968447064438,3.122364924487357,1.9315214116032138,0
32.0,70.7,8.4,11.3,24.5,6.1,1.6,8.2,382,Moderate,19.700000000000003,0.7433627660740916,2.2407096892759584,2.509599262378372,0.9555114450274363,3.2386784521643803,1.9600947840472698,0
32.5,68.3,33.2,40.1,29.0,9.5,1.52,6.5,410,Moderate,73.30000000000001,0.8279301539169539,3.5322256440685598,3.716008121502189,0.9242589015233319,3.4011973816621555,2.3513752571634776,0
33.0,56.8,1.9,5.0,36.1,7.6,1.75,7.5,481,Moderate,6.9,0.3799999240000152,1.0647107369924282,1.791759469228055,1.0116009116784799,3.6136169696133895,2.151762203259462,0
30.1,86.8,7.3,22.4,27.9,6.0,1.29,6.0,690,Moderate,29.7,0.32589284259406953,2.1162555148025524,3.152736022363656,0.8285518175661483,3.3638415951183864,1.9459101490553132,0
22.3,75.4,0.7,4.7,23.7,7.3,0.93,11.4,291,Good,5.4,0.14893613852422583,0.5306282510621704,1.7404661748405046,0.6575200029167941,3.2068032436339315,2.1162555148025524,0
27.4,81.5,18.9,30.4,22.6,12.8,1.55,5.1,341,Moderate,49.3,0.6217105058647859,2.990719731730447,3.4468078929142076,0.9360933591703349,3.1612467120315646,2.624668592163159,0
28.3,40.6,2.3,6.9,25.3,4.0,0.88,12.5,590,Good,9.2,0.33333328502416154,1.1939224684724346,2.066862759472976,0.6312717768418579,3.269568939183719,1.6094379124341003,0
30.8,68.9,2.0,11.5,23.6,13.0,1.46,7.1,638,Moderate,13.5,0.17391302835538885,1.0986122886681098,2.5257286443082556,0.9001613499442714,3.202746442938317,2.6390573296152584,0
27.7,78.7,1.1,20.5,28.2,9.8,1.53,5.5,449,Moderate,21.6,0.05365853396787639,0.7419373447293773,3.068052935133617,0.9282193027394289,3.374168709274236,2.379546134130174,0
33.3,82.6,1.2,5.6,30.1,5.9,1.32,5.9,310,Moderate,6.8,0.21428567602041498,0.7884573603642702,1.8870696490323797,0.8415671856782186,3.4372078191851885,1.9315214116032138,0
22.9,66.9,7.8,16.3,21.8,8.1,1.07,10.0,435,Good,24.1,0.478527578004443,2.174751721484161,2.8507065015037334,0.7275486072772778,3.126760535960395,2.2082744135228043,0
29.6,78.9,9.3,19.0,31.3,11.2,1.74,6.8,714,Moderate,28.3,0.48947365844875484,2.33214389523559,2.995732273553991,1.007957920399979,3.475067230228611,2.501435951739211,0
28.0,83.9,20.9,37.3,21.3,11.1,1.56,5.7,442,Moderate,58.199999999999996,0.5603217007956649,3.086486636822455,3.6454498961866,0.9400072584914712,3.104586678466073,2.4932054526026954,0
33.4,85.5,11.7,31.7,41.7,12.4,2.03,3.0,927,Hazardous,43.4,0.3690851618585122,2.5416019934645457,3.487375077903208,1.1085626195212777,3.754198920234579,2.5952547069568657,0
22.9,40.5,3.7,7.3,13.4,0.9,1.12,12.6,246,Good,11.0,0.5068492456370897,1.547562508716013,2.1162555148025524,0.7514160886839212,2.667228206581955,0.6418538861723948,0
23.1,59.7,13.3,25.3,22.9,14.1,1.3,6.3,598,Moderate,38.6,0.5256916788264159,2.6602595372658615,3.269568939183719,0.832909122935104,3.173878458937465,2.714694743820879,0
36.2,77.1,35.3,43.9,20.4,14.4,1.38,5.6,599,Moderate,79.19999999999999,0.8041002094737993,3.591817741270805,3.8044377947482086,0.8671004876833833,3.0633909220278057,2.7343675094195836,1
27.6,75.9,20.3,25.9,26.6,4.9,1.11,10.8,334,Good,46.2,0.7837837535218628,3.0587070727153796,3.292126286607793,0.7466879474879752,3.3178157727231046,1.7749523509116738,0
32.8,60.4,1.6,12.8,28.1,5.7,1.36,12.5,406,Moderate,14.4,0.12499999023437577,0.9555114450274363,2.624668592163159,0.8586616190375187,3.370738174177447,1.9021075263969205,0
21.6,71.5,1.3,6.5,23.8,4.8,0.89,13.8,384,Good,7.8,0.19999996923077396,0.832909122935104,2.0149030205422647,0.636576829071551,3.2108436531709366,1.7578579175523736,0
31.4,81.8,4.3,17.5,21.8,12.8,1.47,5.1,437,Moderate,21.8,0.24571427167347015,1.667706820558076,2.917770732084279,0.9042181506398859,3.126760535960395,2.624668592163159,0
27.4,63.0,11.0,21.1,23.2,9.6,1.27,6.6,333,Moderate,32.1,0.5213269895105691,2.4849066497880004,3.095577608523707,0.8197798314933114,3.186352633162641,2.3608540011180215,0
24.2,64.4,1.1,7.2,11.7,8.6,1.08,10.9,239,Good,8.3,0.15277775655864492,0.7419373447293773,2.1041341542702074,0.7323678937132266,2.5416019934645457,2.2617630984737906,0
40.0,88.7,29.3,46.0,45.1,20.7,2.03,3.2,821,Hazardous,75.3,0.6369565078922499,3.4111477125153233,3.8501476017100584,1.1085626195212777,3.8308129500026027,3.077312260546414,0
29.2,72.1,25.5,32.3,13.3,5.7,1.08,10.9,358,Good,57.8,0.7894736597686175,3.2771447329921766,3.505557396986398,0.7323678937132266,2.6602595372658615,1.9021075263969205,0
20.1,41.7,3.6,8.2,23.2,9.1,0.97,10.4,370,Good,11.799999999999999,0.43902433670434926,1.5260563034950492,2.2192034840549946,0.6780335427498971,3.186352633162641,2.312535423847214,0
42.6,94.6,17.9,30.1,44.3,4.0,1.91,2.6,525,Hazardous,48.0,0.5946843656251041,2.9391619220655967,3.4372078191851885,1.0681530811834012,3.8133070324889884,1.6094379124341003,0
29.0,64.0,8.6,21.6,26.6,8.1,1.53,5.0,647,Moderate,30.200000000000003,0.3981481297153643,2.2617630984737906,3.1179499062782403,0.9282193027394289,3.3178157727231046,2.2082744135228043,0
30.7,54.3,5.7,20.8,26.5,13.4,1.87,7.2,437,Moderate,26.5,0.27403844836353614,1.9021075263969205,3.0819099697950434,1.0543120297715298,3.3141860046725258,2.667228206581955,0
37.3,90.7,33.6,43.8,35.6,19.6,2.45,3.1,754,Hazardous,77.4,0.7671232701570031,3.543853682063679,3.8022081394209395,1.2383742310432684,3.6000482404073204,3.0252910757955354,0
33.4,70.5,7.5,15.2,24.1,8.6,1.49,6.0,417,Moderate,22.7,0.49342102016966977,2.1400661634962708,2.785011242238338,0.9122827104766162,3.2228678461377385,2.2617630984737906,0
33.7,89.4,30.0,47.3,26.5,8.1,1.41,6.0,613,Moderate,77.3,0.6342494580496945,3.4339872044851463,3.877431560658527,0.8796267475025635,3.3141860046725258,2.2082744135228043,0
23.0,44.6,23.1,28.1,16.2,9.0,0.95,10.0,437,Good,51.2,0.8220640276845541,3.1822118404966093,3.370738174177447,0.6678293725756554,2.8449093838194073,2.302585092994046,0
28.9,80.1,8.6,19.7,31.1,10.3,1.61,8.1,562,Moderate,28.299999999999997,0.4365482011904466,2.2617630984737906,3.0301337002713233,0.959350221334602,3.4688560301359703,2.424802725718295,0
33.5,97.1,10.5,24.1,26.8,16.5,2.13,5.1,686,Poor,34.6,0.43568462922470413,2.4423470353692043,3.2228678461377385,1.1410330045520618,3.3250360206965914,2.8622008809294686,0
25.2,42.6,10.5,18.0,24.7,7.0,0.89,10.8,517,Good,28.5,0.5833333009259277,2.4423470353692043,2.9444389791664403,0.636576829071551,3.246490991901174,2.0794415416798357,0
30.2,79.7,21.1,25.3,30.6,6.5,1.63,5.9,609,Moderate,46.400000000000006,0.8339920618975469,3.095577608523707,3.269568939183719,0.9669838461896731,3.4531571205928664,2.0149030205422647,0
35.0,80.5,43.6,55.1,27.9,11.3,1.65,6.9,664,Moderate,98.7,0.7912885518822405,3.7977338590260183,4.027135812528651,0.9745596399981308,3.3638415951183864,2.509599262378372,1
29.3,78.5,14.8,19.2,29.3,-0.4,1.48,8.0,451,Moderate,34.0,0.770833293185766,2.760009940032921,3.005682604407159,0.9082585601768908,3.4111477125153233,-0.5108256237659907,0
15.4,64.2,5.5,10.5,15.4,4.1,1.0,12.7,549,Good,16.0,0.5238094739229073,1.8718021769015913,2.4423470353692043,0.6931471805599453,2.797281334830153,1.62924053973028,0
31.0,57.1,22.1,27.2,35.5,8.1,1.54,8.5,713,Moderate,49.3,0.8124999701286776,3.139832617527748,3.339321977944068,0.9321640810304452,3.597312260588446,2.2082744135228043,0
21.8,61.9,27.4,31.3,23.8,7.7,0.96,10.8,340,Good,58.7,0.8753993330543343,3.3463891451671604,3.475067230228611,0.6729444732424258,3.2108436531709366,2.163323025660538,0
30.2,87.8,3.4,15.9,36.0,14.2,1.47,7.3,399,Moderate,19.3,0.21383646453858712,1.4816045409242156,2.8273136219290276,0.9042181506398859,3.6109179126442243,2.7212954278522306,0
28.0,65.1,3.5,5.2,18.7,7.9,0.9,10.7,458,Good,8.7,0.6730767936390781,1.5040773967762742,1.824549292051046,0.6418538861723948,2.9806186357439426,2.186051276738094,0
31.3,46.6,1.4,7.5,21.8,4.4,0.87,10.8,233,Good,8.9,0.18666664177778108,0.8754687373538999,2.1400661634962708,0.6259384308664953,3.126760535960395,1.6863989535702288,0
22.8,83.4,28.2,42.9,42.6,9.8,1.71,4.5,818,Poor,71.1,0.657342642019985,3.374168709274236,3.7819143200811256,0.9969486348916096,3.775057150354989,2.379546134130174,0
